objID,type,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,specObjID,z,zErr,photoZ,photoErr,class,subClass
1237678847716951513,3,22.79104,0.5744465,22.05513,0.1126363,20.61844,0.04734594,19.58142,0.02827663,19.11541,0.06372499,4596104654316918784,0.000118183,3.45311E-05,0.567456,0.044693,STAR,M1 (204445)
1237678847717082106,3,25.12747,1.07562,21.58007,0.08823576,20.4432,0.04976674,19.46597,0.03101967,18.99292,0.07073874,4596124445526218752,-0.0001157694,0.0001623328,0.562613,0.053515,STAR,M5III (221615)
1237678847717541069,3,25.22239,0.8817367,22.17721,0.1092344,20.96552,0.05978799,19.78507,0.03339,19.29046,0.07248385,4596179421107607552,-8.301016E-05,4.823555E-05,0.622368,0.053791,STAR,M4.5:III (123657)
1237678853622792281,3,24.30444,1.297036,21.26639,0.06705014,20.61493,0.05007718,19.54366,0.02685957,20.37196,0.1937972,4595023284597446656,-0.000280829,2.230976E-05,0.13435,0.140454,STAR,K1III (18322)
1237678853622989129,3,21.50496,1.005759,20.45653,0.2064095,19.53783,0.1150896,18.05558,0.03720179,18.22878,0.1264731,4598325944025110528,-7.162278E-05,5.096931E-05,0.379632,0.091887,STAR,M4.5:III (123657)
1237678853626331423,3,24.39194,1.20337,20.77309,0.04090085,20.51277,0.04425358,19.47775,0.02686382,20.11725,0.1356042,4612863412879513600,-0.0001000151,2.719812E-05,0.268262,0.15705,STAR,K1IVa (142091)
1237678854159402120,3,23.46736,1.428238,22.36291,0.206393,20.67858,0.06676681,19.566,0.03330801,18.97986,0.06568415,4595947973909960704,-4.807591E-05,4.691534E-05,0.589113,0.035126,STAR,M5III (221615)
1237678854163399373,3,24.43007,1.607421,22.44189,0.1866185,20.93298,0.07119539,19.67072,0.03264394,18.92984,0.05807254,4612850493617887232,-0.0003388936,5.868368E-05,0.683819,0.062566,STAR,M5III (221615)
1237678854695683310,3,23.37499,1.33243,21.5287,0.1002709,20.41884,0.05249146,19.47512,0.03126244,18.79151,0.061721,4596037584107624448,-0.0001043056,4.413299E-05,0.604119,0.058673,STAR,M5III (221615)
1237678854696207791,3,24.61209,1.503208,21.49204,0.07379476,20.37425,0.04108502,19.51813,0.0261624,18.88948,0.0527673,4595961717805307904,0.0001934337,7.948311E-05,0.538515,0.074576,STAR,M4.5:III (123657)
1237678854696403664,3,25.36989,1.200828,22.35935,0.2255374,20.94127,0.08953506,20.01836,0.04947188,19.35506,0.105095,4595939177816938496,-6.781871E-05,0.0001013139,0.537958,0.041517,STAR,M4.5:III (123657)
1237658492803350687,3,23.80072,1.161919,22.58927,0.1913465,21.31341,0.09770896,19.73329,0.03616045,18.9033,0.06752175,6000039175700895744,0.0002346915,7.172528E-05,0.751286,0.060247,STAR,M5III (221615)
1237658493340221494,3,25.27043,0.979417,21.73383,0.1060084,20.13928,0.03650565,19.37393,0.0299295,20.54178,0.2696339,6000083705921820672,0.0001011508,4.988092E-05,0.478797,0.099178,STAR,K3V (32147)
1237658493340942819,3,23.23598,0.9287714,21.65463,0.1194213,20.41492,0.05979728,19.29637,0.03405815,18.76546,0.06797957,6000166719049717760,7.256497E-05,5.696022E-05,0.612514,0.050168,STAR,M4.5:III (123657)
1237658493877289381,3,23.69838,1.369755,21.3418,0.08637947,20.19665,0.0467719,19.325,0.03394281,18.69739,0.06980209,6000087554212517888,0.0002766608,6.469798E-05,0.550689,0.061701,STAR,M5III (221615)
1237658493877747861,3,23.42887,1.41886,22.20693,0.2301589,20.77505,0.1077057,19.48355,0.05589929,20.82487,0.579319,6000155174177626112,8.662016E-06,2.174718E-05,0.953472,0.12454,STAR,M4.5:III (123657)
1237658493878010772,3,22.20694,0.5274215,22.89818,0.399587,21.49691,0.1707048,19.57577,0.04745277,18.28898,0.05569498,6002239024093485056,-0.0001291281,8.023801E-05,0.554438,0.074202,STAR,M6III (148783)
1237658493878075867,3,23.69956,1.18005,21.7562,0.09983341,20.464,0.04795871,19.45545,0.03041352,18.9638,0.06981665,6002227754099300352,0.0002469419,5.729724E-05,0.568691,0.046083,STAR,M4.5:III (123657)
1237659118793785750,3,24.00095,1.451651,22.62991,0.1939411,21.22434,0.08590674,19.82947,0.03579951,19.29346,0.07480718,6811709656840558592,-0.0001124878,4.951289E-05,0.684698,0.049224,STAR,M5III (221615)
1237659131677835781,3,22.47691,0.5193583,21.75837,0.113486,20.50788,0.0535659,19.48654,0.03031026,18.78489,0.05773898,6810578259409131520,-0.0002473528,8.353613E-05,0.606282,0.05521,STAR,M5III (221615)
1237659132214116853,3,25.08928,1.189397,21.98369,0.1101549,20.74407,0.05488465,19.537,0.02628401,18.81655,0.05247656,6810798161734686720,-0.0001751738,5.486607E-05,0.668003,0.063481,STAR,M4.5:III (123657)
1237659132214247844,3,22.47164,0.5144319,21.9141,0.1315382,20.86562,0.0786771,19.70075,0.03801766,19.11884,0.08680586,6810807507583522816,-0.0006073549,0.0002540475,0.689281,0.072854,STAR,M5III (221615)
1237659132215886520,3,21.42751,0.2771674,21.36753,0.1038905,20.2576,0.06245684,19.26823,0.03619359,18.48291,0.06790859,6811701410503350272,-1.770665E-06,4.485543E-05,0.673663,0.081946,STAR,M4.5:III (123657)
1237660669279797921,3,24.35866,1.304177,22.37978,0.1786642,20.81727,0.06875058,19.56618,0.03576275,19.20001,0.09350996,6002252493110925312,7.542434E-05,9.635482E-05,0.623,0.044622,STAR,M4.5:III (123657)
1237660671427543168,3,25.83145,0.6772706,22.64703,0.2121731,20.92111,0.07097555,19.59134,0.0365681,19.94559,0.1853115,6002410822785325056,0.0001323311,5.61881E-05,0.580676,0.111282,STAR,M5III (221615)
1237661063880245713,3,25.35464,0.79356,23.97165,0.6025335,22.11922,0.1477517,20.25135,0.04165365,19.52317,0.08980741,6000154074665998336,0.0002212295,9.910065E-05,0.633823,0.04223,STAR,M5III (221615)
1237661064417444138,3,23.87661,1.277147,22.25877,0.171032,20.97667,0.07836231,19.72785,0.03741843,19.25601,0.07881427,6002244796529530880,5.590878E-05,9.695154E-05,0.629511,0.043848,STAR,M4.5:III (123657)
1237661065491186086,3,22.91084,0.8744591,21.10811,0.07722946,20.3971,0.05745592,19.21092,0.02926152,18.6539,0.07050215,6002373989145794560,0.000163741,5.615829E-05,0.581632,0.094934,STAR,M4.5:III (123657)
1237661068713001065,3,24.46565,0.7850942,21.67391,0.06098079,20.86377,0.04341691,20.01806,0.03292673,20.33736,0.1490159,6004468559216138240,0.0001217807,4.654119E-05,0.360408,0.14974,STAR,K5 (G_19-24)
1237661069249741160,3,25.0097,0.9398407,22.36204,0.1345521,20.8599,0.05275628,19.31625,0.02326495,18.47907,0.04131431,6004465260681254912,5.944576E-05,3.83628E-05,0.762532,0.053099,STAR,M5III (221615)
1237661210972586492,3,22.54477,0.3203334,21.89006,0.08248784,20.51888,0.03946998,19.54622,0.02559996,18.92835,0.0565715,6807291819237595136,-4.547263E-05,8.131005E-05,0.568117,0.043605,STAR,M5III (221615)
