objID,type,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,z,zErr,zWarning,class,subClass,photoZ,photoErr
1237650370484306122,3,18.62869,0.02859035,17.48245,0.006208554,16.97126,0.005798283,16.63388,0.006328749,16.43421,0.0186031,0.08850802,7.687769E-06,0,GALAXY,STARFORMING,0.082615,0.016375
1237650760246165665,3,20.05524,0.08124627,18.13346,0.008911807,17.15185,0.005964271,16.70422,0.005901282,16.37916,0.01309268,0.1242126,3.033885E-05,0,GALAXY,null,0.111909,0.014245
1237650762929274960,3,19.54272,0.07350966,18.18924,0.0100975,17.57085,0.008982424,17.23015,0.01014226,17.00905,0.02866489,0.09099686,1.268174E-05,0,GALAXY,null,0.089839,0.023166
1237650795143627037,3,18.88169,0.02986388,17.71154,0.00618565,17.22661,0.005713602,16.89024,0.005614577,16.78166,0.01508363,0.06747522,5.73801E-06,0,GALAXY,STARBURST,0.08763,0.022034
1237650795144675586,3,18.2616,0.03751913,16.67581,0.005680584,15.85238,0.004367907,15.35071,0.00397353,15.01511,0.007873891,0.07076979,1.603587E-05,0,GALAXY,null,0.065478,0.011503
1237650795681546499,3,19.24953,0.03655026,17.39816,0.005310786,16.49054,0.003961842,16.0777,0.003870757,15.76221,0.007841383,0.07111842,1.845993E-05,0,GALAXY,null,0.087598,0.010547
1237651190815654140,3,19.96287,0.082638,18.11423,0.009682342,17.05496,0.006086158,16.63979,0.005801902,16.27676,0.01344762,0.1311776,2.533584E-05,0,GALAXY,null,0.137958,0.008291
1237651190815719555,3,16.67636,0.01083216,14.75452,0.002249975,13.91689,0.001972954,13.49794,0.001949955,13.18008,0.002911194,0.0315865,9.57006E-06,0,GALAXY,null,0.036382,0.00826
1237651191353639138,3,19.83031,0.07168052,17.9719,0.008272514,16.95228,0.005562356,16.52696,0.005276545,16.19587,0.01243169,0.135728,2.051723E-05,0,GALAXY,null,0.130401,0.010655
1237651192429805942,3,19.2243,0.09571033,17.96806,0.01410792,17.34983,0.01189588,16.97439,0.0121886,16.8507,0.03822215,0.1096533,3.039471E-05,0,GALAXY,null,0.116127,0.028993
1237651211211047099,3,19.42502,0.07073803,17.95386,0.01032652,17.05404,0.007175146,16.64919,0.007441464,16.33918,0.01902391,0.1046045,2.233795E-05,0,GALAXY,STARFORMING,0.139851,0.021218
1237651211211636812,3,18.85396,0.04436971,17.02588,0.005582022,16.20338,0.004208104,15.81626,0.004314487,15.5365,0.009929772,0.06786673,1.879799E-05,0,GALAXY,null,0.061991,0.012211
1237651211211702541,3,20.4751,0.09842279,18.63462,0.0110912,17.50232,0.006641749,17.04719,0.006581118,16.704,0.01487788,0.1532256,3.596744E-05,0,GALAXY,null,0.162988,0.011645
1237651211212488890,3,18.81573,0.02951085,17.59637,0.006207292,16.97654,0.005306177,16.62613,0.005584101,16.37904,0.01364214,0.07028265,1.111602E-05,0,GALAXY,STARFORMING,0.091948,0.025363
