objID,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,specObjID,z,zErr,photoZ,photoErr,class,subClass
1237651505953308890,20.51752,0.1381725,18.40107,0.01115909,17.26881,0.006669526,16.80338,0.00678444,16.51095,0.01675994,334536886011848704,0.1794064,3.952297E-05,0.16462,0.016189,GALAXY,
1237651505953308918,19.19,0.0635429,17.70742,0.008850905,16.89827,0.00666638,16.44989,0.006943206,16.12678,0.01720384,334535511622313984,0.08445525,1.513829E-05,0.100269,0.023705,GALAXY,
1237651505953308951,20.24946,0.06581161,18.35084,0.007881517,17.49912,0.005841403,17.13891,0.006168161,16.85098,0.0141908,334536066344183808,0.08268251,2.43362E-05,0.088268,0.014344,GALAXY,
1237651505953308960,19.43015,0.0546017,17.94766,0.007610092,17.14292,0.005735504,16.67176,0.005851899,16.34269,0.0138231,334535516588369920,0.08091982,9.246569E-06,0.093421,0.023628,GALAXY,STARFORMING
1237651505953374285,19.88159,0.05253622,18.09822,0.007124593,17.27285,0.005370386,16.89571,0.005623847,16.59516,0.01257116,334535786500220928,0.07936275,2.379629E-05,0.068453,0.009816,GALAXY,
1237651505953374285,19.88159,0.05253622,18.09822,0.007124593,17.27285,0.005370386,16.89571,0.005623847,16.59516,0.01257116,334536616099997696,0.07939934,1.9107E-05,0.068453,0.009816,GALAXY,
1237651505953374329,18.89698,0.03444608,16.99487,0.004643452,16.14381,0.003599964,15.74283,0.003698728,15.41473,0.007301148,334536336256034816,0.07744956,1.635273E-05,0.062322,0.01004,GALAXY,
1237674648849744067,20.16024,0.1140867,18.30943,0.01084582,17.43659,0.007363997,17.00063,0.00707284,16.66469,0.01584602,314203347986966528,0.06450009,1.677992E-05,0.091891,0.020286,GALAXY,AGN
1237674648849744067,20.16024,0.1140867,18.30943,0.01084582,17.43659,0.007363997,17.00063,0.00707284,16.66469,0.01584602,314204441190361088,0.06446415,2.489267E-05,0.091891,0.020286,GALAXY,AGN
1237674648849744074,18.2253,0.02955825,16.17392,0.00366582,15.26589,0.002851509,14.85089,0.002797196,14.51576,0.004595545,314208014603151360,0.06440748,1.711984E-05,0.063786,0.008168,GALAXY,
1237674648849744074,18.2253,0.02955825,16.17392,0.00366582,15.26589,0.002851509,14.85089,0.002797196,14.51576,0.004595545,314208020911384576,0.06438257,1.875727E-05,0.063786,0.008168,GALAXY,
1237674648849744099,19.29678,0.09842101,17.27027,0.008169107,16.45835,0.005786416,16.10777,0.005902823,15.80729,0.0140776,314207196277663744,0.06380687,2.937483E-05,0.06649,0.014395,GALAXY,
